rating,review
4,Con movimientos rápidos la conexión se interrumpe mucho aún con caminar rápido la calidad se ve afectada además de ello tienen poco volumen
5,Brought these for running. very comfortable design. they do not feel like there going to fall out. sounds good easy to use. battery lasts longer than i thought. for the price can not go wrong
5,I used this for my phone and it works great 👍
5,Great Headphones which are easy to use and comfortable. I use in the gym all the time and at work.
5,They arrived charged are extremely comfortable to wear. I put them on and they were still working hours later. Best earbuds i've ever used.
5,Articolo ottimo per l'uso sportivo.Cuffie leggere e batterie di lunga durata utilizzate per 2 corse di 1h.Bello e utile il display con lo stato di carica della cuffia e della custodia di ricarica.
5,Cuffie Bluetooth ottime qualità prezzo ottimo il suono con bassi potenti non perde la connessione con il cellulare anche a 15 metri all'aperto .intuitivo l'utilizzo dei tasti a sfioramento sugli auricolari comodo il supporto per l'orecchio specialmente per chi come me li utilizza con il casco. li consiglio ottimo acquisto
5,Simple to set upcomfortable on the ears don't fall out whilst runninggood sound.
5,C'est un cadeau
5,Son geniales cómodos no se caen por mucho que hagas ejercicio se escuchan muy fuerte y lo mejor de todo es la batería dura todo el día usándolos no tendréis pegas con este producto lo aseguro
5,very good headphones clear sound and good batery for this price
5,Like I said really good fit
5,Prodotto arrivato puntuale la scatola contiene anche il cavo per la ricarica e gomini di ricambio dopo aver utilizzato gli auricolari per qualche giorno posso dire che mi ha sorpreso in positivo bassi potenti ed audio forte nonché la comodità di poter cambiare brano e volume direttamente con il tocco delle dita. Consigliatissimo!!!
5,Fits well and good sound quality
5,They are very comfortable and stay in your ear I use them for exercise and carpentry and love them
5,Ottimo rapporto qualità prezzo. Ottima qualità audio comode e belle esteticamente. Carica nel porta cuffie comoda e semplice
5,Easy set up and use
5,Very comfortable and good  quality  sound for the price.Would definitely buy again.
5,Installation sans problème sur mon smartphone ma tablette et ma TV et s'adapte bien sur mes oreilles car les intra-auriculaires sans support ne tiennent pas.
5,Good size.. excellent battery life and sound quality
5,Niente da aggiungere anche se ero un po' preoccupata dal fatto delle poche recensioni.. non ho che dare 5 stelle 💪
5,I use this product while I'm driving my truck
5,Sehr gute Qualität und besonders guter halt am Ohr. Für Sport sehr gut geeignet und toller Klang. Lange Akulaufzeit und kurze Ladedauer.Sehr gute Preis-Leistung wirklich zu empfehlen. Auch der Verkäufer ist sehr nett und seriös. Schnelle Lieferung.
5,Good quality reasonable price
5,Ottimo rapporto qualità prezzo fa tutto quello che farebbe un top di gamma
5,Ottime cuffiefunzionano benissimo e il prezzo è ottimo.Sono molto soddisfatto
5,Delivery swift easy to use sound quality good
5,Great earphones all round was a little skeptical with them being so reasonably priced but I really like these earphones. Great for my music!
5,Having sent back another pair of cheap Amazon headphones was reluctant to buy these. Have to admit these are quality would purchase another pair. Would recommend 5/5 from me!
5,Perfect for workouts.
5,Piacevolmente sorpreso audio incredibile possibilità di controllare le tracce si connette senza problemi dopo aver fatto il pairing con il cellulare comode ottimo aggancio. Comoda custodia per la ricarica display che indica il livello di carica delle singole cuffie.Servizio di consegna amazon affidabile in merito ai tempi di consegna corriere gentile educato e disponibile.
5,Had various headphones these are great so far
5,Son correct mais il y a mieux
5,Fits well good sound quality and remained in ear cycling and hiking. Good value and easy to use.
5,ottimo prodotto perfette per chi pratica sport
5,Ottimo prodotto! La carica dura tantissimo. Sono soddisfatto
5,Qualité prix parfait
5,Decent sound quality and a good fit that doesn't move about too much during running and mountain biking. Well worth it for the money
5,Good quality sound and a good fit👍
5,Ottime cuffie bluetooth 5.....arrivate il giorno dopo con spedizione prime.....semplice il collegamento con lo smartphone la qualità del suono davvero niente male visto il prezzo.....punto di forza la comodità in quanto aderisce bene all'orecchio senza avere il rischio di perderele durante attività sportive o altro. Consigliate!
5,Ottima la qualità del suono molto profondo e avvolge te inoltre le cuffie in sé eliminano quasi del tutto i suoni esterni. Molto comode da utilizzare rimangono aderenti alle orecchie consigliate per praticare running.
4,Partiendo que son una gama bajatienen un buen sonido y ae adaptan bienfáciles de usar.La cancelación de ruidos ya son palabras mayores para estos auriculares
5,No me han decepcionado buena calidad de sonido para su precio. No molestan mientras se hace ejercicio y se conectan facilmente al bluetoot del movil. De momento en un par de dias que los he usado me han aguantado la bateria
5,I bought another before this one with more expensive price but this one has better sound quality with real good price so I recommend it:)
5,Amazing clear sound great value for money and fast delivery
5,Do everything I need them to.
5,Good for jogging
5,Tutto ok
5,Perfette.
5,Il prodotto è ottimo il suono si sente benissimo appena ho acceso il bluetooth si sono subito collegati al mio iphone e tra di loro. Sono comode da tenere all'orecchio perchè hanno il gancetto che le regge.
5,Super soddisfatta!!!Queste cuffie hanno un'ottima autonomia e resa perfetta.Ottimo rapporto qualità prezzo
5,Muy buen producto buena calidad. Se escuchan muy bien y son muy cómodos sobretodo para hacer deporte ya que no se caen. La batería dura mucho y las llamadas escuchan bien cuando hablas a través del micrófono.Compra 100% recomendada.
5,Really good for the price
5,Good sound comfortable and great value for money
5,Qualität ist sehr gut der Kopfhörer sitzt sehr angenehm auf dem Ohr der Klang ist meiner Meinung nach gut ist auf jeden Fall sein Geld wert.
5,Great design nice and light great battery
5,Amazing quality long lasting battery comfy fit and great sound
5,Easy to set up very comfortable and good battery life.
5,Arrivato per tempo. Cuffie leggerissime audio ottimo lunga durata e case di carica molto piccolo comodo da tenere anche in tasca. Sono contenta dell'acquisto
5,Très bonne qualité du son pratique pour jogging.
5,work well. easy to use
5,Nice fit sound is great
5,Fits well look good and do the job
5,
5,Funziona bene
5,Ottimo
5,Buon prodotto ha un bel disegno moderno nero lucido. Nella confezione sono presenti gommini auricolari di ricambio altre due paia e cavetto tipo c per ricaricare. Sono comode da indossare anche mentre si corre sono soddisfatta.
5,ottime per qualità e prezzo
5,nice box an comfy to wear battery seems good
5,Very good quality and much better sound as well
5,Arrivati rapidamente e confezionati perfettamente. Astuccio contenitore ricaricabile con cavetto usb incluso. Si attivano allo sfioramento. Comodi e perfetti nell'orecchio. Realizzati con materiali di alta qualità. Collegamento bluetooth molto stabile. Qualità del suono incredibile. Semplicemente Perfetti. Consigliatissimo acquisto!
5,Good quality
5,Sound quality is great
5,Si sente bene
5,👍
5,Very comfortable when using. No problems at all 5*****
5,Very comfortable to wear and excellent value for money.
5,Comfortable good soundGreat for a workout
5,Excellent sound and comfertable fit
5,Would recommend
5,En la caja aparece la cargaeso está muy bien ya que otros productos similares no lo tienenla sujeción a la oreja es mucho mejor a lo esperadocumple con las espectativas que buscabael sonido y las funciones táctiles facilitan el uso para la actividad física.
5,Bon rapport qualité ptix
5,Son perfectos. Se adaptan perfectamente (normalmente no me suelen encajar y se me salen).La cajita en la que viene es muy práctica y bonita aparte de ser su base de carga. La batería dura mucho. Los uso para estudiar y hacer deporte son muy cómodos y se escucha perfecto. Les pongo un 10
5,The media could not be loaded.                                                                               Ho acquistato queste cuffiette bluetooth  5.3 adattabili a tutti i tipi di orecchie con tappini S M L.Hanno un’alta qualità di audio stereo HiFi sia per ascoltare la musica sia per le chiamate.Sono impermeabili perfette per gli sport all’aperto poiché resistono sia alla pioggia sia al sudore.Con la ricarica rapida UCB-C in un’ora la case sarà pronta!Le cuffie offrono un ascolto di 8h e con la case di ricarica fino a 48h.Ottimo prezzo e bel design molto moderne.Consiglio!
5,Great sound quality for price
5,Excellent headphones and very comfortable
5,Son cómodos y no se caen. Buena calidad de sonido. Estéticamente también son muy bonitos. Recomendado
5,Sound very good battery life also good. Charge well.
5,Ho acquistato queste cuffie per fare un regalo al mio ragazzo. Si trova benissimo in quanto sono comode qualità audio input e output perfetta ed è anche possibile vedere il livello di carica della batteria. Consigliatissimo!
5,Les oreillettes sont esthétiquesLe mode d’emploi est bien détaillé ce qui fait que l’on n’a aucun problème pour la mise en service. L’appairage est très rapideLa qualité du son est au rendez-vousTrès satisfait de mon achat
5,Prompt delivery. Snug and comfortable fit with good quality sound. Great for using in gym.
3,When they are working they are fine sound quality is really good for the spec and price only thing is when you walk along in the street the sound drops out and back in when you turn your head. Have kept my phone on the left hand side like it states but it happens. Will give them a chance but if it doesn't stop back they will go. They are comfortable I haven't had them long so battery life I can't comment on.
5,Son muy comodos de usar y la bateria dura mucho aún no he tenido que cargarlos
5,Great value for money
5,He comprado dos unidades y estoy encantada
5,Ottimi
5,Es un productazo. Tenía antes unos similares pero se me caían de vez en cuando. En cambio estos al tener la goma negra que te envuelve la oreja son bastante fiables en cuanto al movimiento.Tienen muy buen sonido y es una de las mejores compras que he hecho en cuanto a auriculares. Recomendables
5,Compré estos auriculares para sustituir unos que usaba en el gimnasio. Perfecta compra. Son muy cómodos (más pequeños que los usados anteriormente pero se ajustan a la perfección a la oreja) con muy buena calidad de sonido y la batería dura bastante (llevo 3 días usándolos unas 8 horas en total y tienen aún batería de sobra).
5,su sonido es  bueno..
5,De los mejores cascos que he comprado
5,Écouteurs qui tiennent bien en place pendant la course. Le son est bon également. Le petit plus la boîte est relativement petite et plus pratique que les précédents.
5,Se escuchan genial! La batería dura mucho y son muy cómodos
5,Ero un pó incerta nell acquistarle pensando che il supporto intorno all orecchio fosse fastidioso invece è quasi impercettibile comode e funzionali ottimi bassi
5,Vanno bene prese per mia moglie per attività in casa e conferma rimangono perfettamente nelle orecchia qualità del suono eccellente per un prezzo cosi contenuto consigliate.
5,Écouteurs de très bonne qualité design moderne bonne qualité au niveau du son. La boîte de chargement est très pratique.Je recommande très bonne qualité prix
5,Prodotto nel complesso molto buono
5,Los compre para mí ya que compre unos iguales a mi padre y he de decir que funcionan muy bien y muy cómodos una vez puestos aíslan bien el ruido y crea un sonido envolvente
5,Bonne tenue  très bonne autonomie
5,Hera para un regalo la persona que los ha recibido dice estar muy satisfecha con su uso.
5,All good
5,Muy cómodos en el gimnasio. Buen aislamiento de ruido exterior. Conectan muy bien con iPhone (incluso marca la batería). Pequeños cómodos de llevar.
5,Calidad de sonido espectacular para el precio que tiene y tan cómodo que no parece no que los lleves puestos
5,Buena calidad de sonido y muy comodos. El estuche es mucho mas pequeño y comodo de transportar que otros que he tenido.
2,I was happy with the sound quality of my existing ear buds which  I bought from Amazon two years ago. They had good bass and clarity of sound in the mid/high frequency. However I go regularly to the gym and when active the ear buds often lose its snug fit and hence a deterioration in sound quality. So I decided to purchase this pair with ear hooks and thought the problem would be solved.Unfortunately the overall design of this new pair did not secure the ear bud snugly into my ear especially the left ear and hence a huge loss in bass unless I held it in place with my finger. In addition I felt the sound quality in the mid/high frequency was not good – lack of clarity and a bit ‘dead’. With these two deficiencies I felt that I couldn’t really live with them and returned them for a refund.
5,Era lo que me esperaba
5,Sonido perfecto lo compre para llevarlos como bluetooth y cumplen su función a la perfección recomendable 100%
5,Se escuchan muy bien y con mucha potencia. Son muy cómodos. Tienen batería externa y dura mucho!
5,The media could not be loaded.                                                                               Super für die Preis
5,Se escuchan adecuadamente son algo incómodos cuando los llevas un rato puestos pero de sonido están bién.
3,The product is comfortable and sound clear but lacks bass.
3,Tienen buen sonido y de batería duran bastante. Se emparejan facilmente aunque a veces pierden ambos la señal aún llevando cerca el móvil.El sistema digital es complicado para subir o bajar volumen yo no lo he conseguido...Las llamadas se oyen y te escuchan bien.Se sujetan perfectamente al oído y es importante elegir bien el tamaño de las almohadillas para sujeción y calidad de sonido.Con las más grandes tiene problemas de carga al no encajar bien con los conectores y quedar la tapa un poco abierta.
3,Ho trovato che gli anelli che vanno dietro le orecchie siano un poco piccoli però sono morbidi il suono è un poco ovattato (non ascolto musica ma podcast vocali) trovo anche che il touch sugli auricolari sia troppo sensibile basta uno sfioramento involontario e cambia brano personalmente preferisco il classico pulsante utile il monitor della ricarica
3,Para hacer ejercicio no son especialmente cómodos se descolocan sin llegar a salirse. El sonido es regular con potencia justa cuando los pones en pausa se pecan o deja de sonar uno de ellos o directamente uno suena más alto que otro
5,The media could not be loaded.                                                                               Ottimo acquisto funzionno benissimo e sono intuitive
3,Devo essere sincera ad esser belli lo erano non so se e capitato a me ma andava a volte a intermittenza  wuindi audio cera poi andava  sicuramente  per il prezzo che ho pagato non e la gamma dei top  unatra cosa che non mi e piuaciuto  che non isolava i rumori esterni   conclusione anche no
3,Aigus métalliquesAbsence de plans sonoresBasses étouffées
2,They were comfortable to wear but often when I moved my head from side to side the left earbud would cut out intermittently making it very difficult to listen to anything in a pleasant manner.  I tried resetting  the buds. It it kept occurring. Returned the earbuds.
3,Aceptable relación calidad precio
3,El sonido un poco escaso
3,The media could not be loaded.                                                                               Pour mon téléphone
2,Had to take them off and use my actual phone they're pretty low in volume. If u accidentally touch them the whole thing disconnects. Better off spending the extra
1,Io non so che cultura musicale e sonora hanno coloro che dicono che ste cuffiette suonano bene per quanto mi riguarda ci ho sentito tre minuti di canzone (Ariana Grande concerto alla Casa Bianca I have nothing) e devo dire che il suono è ORRIBILE. Solo medie frequenze bassi inesistenti alti strusciati. Gli acuti di Ariana mi trapanavano i timpani e l'orchestra spariva non si sentivano gli strumenti. Provato con due telefoni diversi e con il PC. Reimpacchettato il tutto e chieso il reso. La cosa che mi lascia piu sconcertato è che da oggi non posso nemmeno piu fidarmi dei commenti utente. Questa è la seconda coppia di cuffie che compro e poi restituisco perchè suonano male nonostante i commenti dicano il contrario. Potrei essere io ad avere problemi di udito perchè no ma come mai le mie Sennheiser HD202 col filo comunque economiche suonano da paura?
2,Personne qui fait du sport  on entend les bruits de fond n’a pas beaucoup d’autonomie je vraiment déçu par ce produit le 1 acheté ce n’était pas le même était beaucoup mieux
2,El plástico que agarra la oreja es muy molesto y al cabo de un rato te duelen las orejas el sonido no está mal pero los he visto mejores por el mismo precio
2,Cuffie utilizzate durante le uscite di running. Per ascoltare la musica ok ma con le chiamate non funzionano... Parte infatti un ronzio (sembra quasi un'interferenza) che rende impossibile l'utilizzo delle cuffie. Questo dopo una sola settimana di utilizzo... Pessime
2,Manque de basses.. son un peut trop type transistor.
1,Moi aussi je ne comprends la proportion de commentaires élogieux sur ce produit ! C'est cheap d'une fragilité incroyable ça tient assez mal aux oreilles le son est proprement dégueulasse. le coffret peu pratique. On sent que c'est fait pour durer quelques semaines ou quelques mois. Du jetable tout simplement ! Je me référais souvent aux notes et commentaires pour faire mes choix je ferai attention pour mes prochains achats.
2,Sono deluso perché oltre a sentire male le telefonate a volte funziona solo un dispositivo e non esiste l'annullamento del disturbo.
1,I bought this on the strength of the reviews BUT they pay for reviews after purchase - via a post card in the post. ( which doesn't work and shows a dead email address ) they seem ok bit must say am annoyed by this.
2,C'è un notevole ritardo audio con la TV che non riesco a normalizzare.Suggerimenti?
1,(Edit: Nach kurzer Zeit wackelkontakt und wackler am Ohr)Uns hat das Produkt echt überzeugt obwohl es sehr günstig ist. Die Qualität ist super. Die Verarbeitung und das Optische ist besser als erwartet. Passt perfekt in mein Ohr ohne zu wackeln. Es sitzt fest und die Klangqualität ist genau für jede Musik passend geregelt.
2,Bassi e volume per nulla buoni! Qualità del suono scarsa! Tanto costano così valgono!Deluso...
1,These are rubbish...sounds like the music is in a tin...bass what bass...I am very disappointed in these...over priced even with the discount...just buy a decent brand.. don't waste your money....
1,No bass whatsoever never mind "deep".  I used to trust the "Amazon's Choice" sticker but these buds are terrible.  Waste of money... Avoid
1,Pas pratique du tout au niveau du tactile. La notice en français est de piètre qualité. Produit bas de gamme made in china.
1,Flickers between playing and not playing on right side quite disorientating. Very disappointed as I was excited for this product!! Would not recommend
1,Only one bud works despite charging up and pairing.  Instructions are a bad translation and parts make very little sense
1,Don't know if the particular item was defective but the sound out of both buds was extremely poor. Returned immediately.
1,Over all there are much better buds out there for the money.
1,The sound is really muddy ok for podcasts etc  but horrible for listening to music
1,Not bad for the price £20
1,Prodotto non provato perché il cofanetto carica batteria non funzionavaHo messo una sola stellina nell’impossibilità di provarlo.Ho fatto un reso e aspetto il rimborso (un po’ lungo per gli standard Amazon) per acquistare una cuffia a trasmissione ossea.Speriamo in bene.
1,Son cómodos buen sonido estéreo pero para jugar no sirven porque tienen un retardo importante para el ejercicio deve ser en un espacio abierto ya que si hay paredes por medio como en casa se entrecorta la música al realizar cualquier movimiento  no los recomiendo.
1,No se aguanta bien he comprado en los chinos auriculares que ciñen mucho mejor a la oreja no se oye lo tengas conectado con lo que lo conectes el sonido es ridículamente bajo se caen de la oreja ante cualquier gesto brusco por leve que sea.
1,Prodotto non corrispondente assolutamente alle aspettative suono metallico scarsa ricezione.
1,sehr schlechte Tonqualität
1,Muy poco volumen en la calle no se oía absolutamente nada y a mí me duelen los oídos con ellos los he tenido que devolver. No recomiendo
1,No se escucha bien  son muy bonitos pero la calidad del audio es orible !
1,Se apagan solos.
2,Grundlegend sind die Hörer schon gut dem Bass geb ich auch die Note 1-2 (hab mehrere Probe gehört und er überzeugt für das Geld )Meine alten Power Q20 Pro haben aber gegenüber den I21 einen füllenderen Bass.Die i27 haben sogut wie keinen Bass und meine Neuen Soundcore Sport x10 haben mich am Ende überzeugt auch wenn se vom Preis her weit aus teurer sind.
4,Very comfy to wear have no issues with them when working out. Very ideal that you can switch one earphone off to switch to mono when needed. Good audio quality too. Very impressed for its price tag.
5,Suono eccellente.. consiglio
5,He comprado estos auriculares y la verdad que son muy cómodos tienen varios tamaños para cambiar y la batería es lo que más dura. Estoy encantadísima.
5,Franchement excellent produit je recommande sans problème qualité de son top
